ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
1178,43,6,9/8/2024,1,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
1179,84,7,7/31/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1180,64,18,6/19/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1181,28,8,2/25/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1182,70,15,8/21/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1183,91,4,2/6/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1184,5,18,12/25/2023,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1185,5,12,10/1/2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1186,80,11,10/15/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1187,66,9,6/11/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1188,17,2,4/5/2023,5,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
1189,32,20,12/28/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1190,16,4,8/19/2024,1,The  product arrived late.,0,Negative,0.0 to 0.49
1191,60,19,8/27/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1192,80,19,5/21/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1193,7,2,6/13/2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1194,11,13,3/1/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1195,89,2,11/19/2023,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
1196,57,16,6/7/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1197,70,15,10/30/2024,1,The product arrived late.,0,Negative,0.0 to 0.49
1198,92,1,6/25/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1199,71,7,9/16/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1200,89,17,4/4/2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1201,14,11,8/4/2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1202,28,17,4/28/2023,3,Not worth the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
1203,2,19,7/20/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1204,19,18,11/6/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1205,73,17,12/4/2025,5,The quality  is top-notch.,0,Positive,0.0 to 0.49
1206,50,12,7/6/2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1207,90,18,6/27/2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
1208,16,15,7/11/2024,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1209,53,10,4/3/2024,5,Five stars for  the quick delivery.,0,Positive,0.0 to 0.49
1210,67,8,10/24/2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
1211,30,18,10/4/2023,5,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
1212,82,19,10/11/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1213,14,9,12/23/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1214,100,10,8/27/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1215,68,7,3/28/2025,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1216,53,11,4/14/2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
1217,81,18,1/14/2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1218,8,9,11/9/2025,5,Shipping was  fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1219,49,7,5/28/2025,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1220,25,8,1/26/2023,2,The product arrived late.,0,Negative,0.0 to 0.49
1221,42,17,8/31/2023,4,"Good quality, but could  be cheaper.",0.2382,Positive,0.0 to 0.49
1222,57,6,5/23/2025,3,"I love this product, will buy  again!",0.6696,Mixed Positive,0.5 to 1.0
1223,18,16,11/12/2025,3,"Great purchase, very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
1224,82,14,11/30/2025,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1225,93,8,8/8/2024,2,The product arrived late.,0,Negative,0.0 to 0.49
1226,75,5,8/17/2024,5,"I love this product,  will buy again!",0.6696,Positive,0.5 to 1.0
1227,30,14,1/20/2025,5,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
1228,57,1,11/30/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1229,31,17,6/1/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1230,55,18,4/27/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1231,81,7,9/2/2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1232,7,17,9/18/2024,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1233,73,5,3/13/2024,3,"The product is  okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1234,37,8,2/21/2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1235,87,1,5/24/2023,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1236,60,3,2/7/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1237,94,17,10/20/2024,1,"Not satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
1238,15,9,6/13/2025,4,Customer  support was very helpful.,0.6997,Positive,0.5 to 1.0
1239,49,15,2/7/2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1240,66,5,2/28/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1241,62,17,3/11/2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1242,22,19,2/8/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1243,92,10,11/8/2023,5,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1244,8,7,1/20/2024,5,"I love this product, will  buy again!",0.6696,Positive,0.5 to 1.0
1245,60,5,12/19/2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1246,53,1,8/4/2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1247,79,6,8/8/2024,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
1248,72,2,12/19/2025,4,Shipping was fast and the item was  well-packaged.,0,Positive,0.0 to 0.49
1249,72,5,1/23/2025,3,"Average  experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1250,11,10,10/23/2025,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1251,20,2,6/10/2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1252,87,8,12/10/2024,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
1253,68,3,6/30/2024,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1254,45,4,2/16/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1255,42,8,12/15/2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1256,80,4,8/12/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
1257,93,10,2/5/2023,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1258,80,1,11/13/2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
1259,66,15,6/13/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1260,47,6,9/2/2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1261,12,18,8/8/2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1262,46,17,8/26/2024,2,Disappointed with  the performance.,-0.4767,Negative,-0.49 to 0.0
1263,48,9,9/20/2023,3,"Average  experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1264,72,7,5/7/2023,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1265,81,20,4/29/2023,4,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
1266,65,14,7/1/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1267,85,4,7/11/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1268,60,6,10/6/2023,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1269,39,13,2/9/2024,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
1270,72,16,7/11/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1271,64,10,4/28/2024,4,The quality  is top-notch.,0,Positive,0.0 to 0.49
1272,82,14,12/24/2025,4,Exceeded my expectations!,0,Positive,0.0 to 0.49
1273,74,10,2/19/2024,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1274,24,1,8/14/2025,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1275,52,2,6/6/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1276,52,10,11/5/2024,2,"Good quality, but  could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
1277,20,11,9/28/2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1278,25,17,6/22/2023,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1279,54,8,9/13/2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1280,88,19,1/18/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1281,58,12,9/24/2023,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1282,7,19,4/24/2023,2,The product arrived late.,0,Negative,0.0 to 0.49
1283,67,2,9/24/2024,3,"The  product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1284,2,12,10/4/2025,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1285,81,12,7/15/2024,4,"Good quality, but could be  cheaper.",0.2382,Positive,0.0 to 0.49
1286,89,19,3/12/2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1287,69,17,10/4/2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1288,77,8,6/9/2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1289,52,7,9/30/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1290,30,6,4/1/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1291,90,2,5/20/2024,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
1292,16,5,3/15/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1293,23,2,11/7/2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
1294,86,11,6/11/2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1295,61,8,9/16/2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
1296,60,9,10/26/2025,4,"Good quality,  but could be cheaper.",0.2382,Positive,0.0 to 0.49
1297,87,5,8/14/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1298,82,1,8/13/2024,4,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1299,44,18,7/2/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1300,6,11,4/14/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1301,79,13,5/28/2025,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1302,20,11,11/29/2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1303,99,3,3/22/2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1304,77,15,5/9/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1305,24,4,1/26/2025,1,The  product arrived late.,0,Negative,0.0 to 0.49
1306,89,1,9/3/2023,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1307,36,13,5/16/2024,3,"Average  experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1308,46,5,2/3/2025,4,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
1309,53,8,10/12/2024,4,"I love this product,  will buy again!",0.6696,Positive,0.5 to 1.0
1310,96,17,11/19/2025,3,"Good  quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
1311,71,13,1/29/2023,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1312,11,18,5/16/2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
1313,2,2,6/30/2025,5,The build quality  is impressive.,0.5106,Positive,0.5 to 1.0
1314,63,2,3/17/2025,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
1315,85,14,5/28/2023,4,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1316,40,20,5/24/2025,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
1317,24,8,11/8/2025,1,The product arrived late.,0,Negative,0.0 to 0.49
1318,28,1,2/13/2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1319,84,6,7/20/2024,1,Product did not meet my  expectations.,0,Negative,0.0 to 0.49
1320,74,10,11/26/2024,1,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
1321,32,3,2/25/2025,2,The product arrived late.,0,Negative,0.0 to 0.49
1322,70,16,4/15/2024,1,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1323,61,17,10/27/2025,1,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
1324,36,10,12/27/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1325,66,12,8/7/2024,3,"I love this product, will buy again!",0.6696,Mixed Positive,0.5 to 1.0
1326,69,4,6/9/2024,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
1327,37,9,5/20/2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
1328,97,11,12/23/2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1329,45,19,1/3/2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1330,24,12,5/31/2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
1331,88,5,6/2/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1332,72,4,6/15/2024,5,Amazing value for the  price.,0.7351,Positive,0.5 to 1.0
1333,6,3,12/6/2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1334,39,11,4/3/2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1335,43,15,3/6/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1336,95,9,11/27/2023,1,"Not satisfied, the  product broke after a week.",-0.6288,Negative,-1.0 to -0.5
1337,89,4,10/9/2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
1338,44,13,2/1/2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
1339,76,19,11/1/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1340,62,7,7/10/2025,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1341,64,7,6/21/2023,2,"Average experience, nothing  special.",-0.3089,Negative,-0.49 to 0.0
1342,91,1,6/3/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1343,39,4,4/10/2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
1344,31,20,5/16/2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1345,55,18,10/14/2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
1346,47,6,10/14/2024,2,The product arrived late.,0,Negative,0.0 to 0.49
1347,21,11,7/16/2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
1348,45,19,2/14/2024,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
1349,22,10,4/11/2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
1350,69,9,2/1/2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
1351,30,20,7/23/2023,1,"Not satisfied, the product broke  after a week.",-0.6288,Negative,-1.0 to -0.5
1352,50,14,6/25/2025,5,The quality is  top-notch.,0,Positive,0.0 to 0.49
1353,34,5,6/30/2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
1354,53,8,5/8/2024,5,"Excellent  product, highly recommend!",0.7773,Positive,0.5 to 1.0
1355,9,20,5/29/2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1356,14,15,4/18/2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
1357,23,17,1/3/2024,1,"Terrible  customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
1358,90,10,1/16/2024,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1359,28,4,5/25/2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
1360,58,12,11/13/2023,2,"Average  experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
1361,96,15,3/7/2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
1362,99,2,12/3/2025,1,Product did not meet my expectations.,0,Negative,0.0 to 0.49
1363,16,4,7/16/2024,2,The product arrived late.,0,Negative,0.0 to 0.49
